id,isbn,title,author,dept_course,descript_raw,toc_raw,descript_url,toc_url
11,9780812,"OLD DOMINION,INDUSTRIAL COMMONWEALTH",ADAMS,"[""['HIST 615']"", ""['GOVT 520', 'HIST 535', 'HIST 615', 'HIST 635']"", ""['GOVT 327', 'GOVT 731']"", ""['CLAS 260']"", ""['HIST 635']"", ""['PHIL 253']"", ""['PSYC 754', 'PSYC 892']"", ""['CULT 860']"", ""['CULT 804']"", ""['ENGH 455']"", ""['HNRS 131', 'HNRS 230']"", ""['ECON 360']"", ""['ECON 360', 'ECON 460', 'GOVT 469', 'PHIL 460']"", ""['GCH 450']"", ""['HIST 643']"", ""['PHIL 421', 'PHIL 422', 'PHIL 615']"", ""['PSYC 612']"", ""['PHIL 336']"", ""['ANTH 699']"", ""['CTCH 621']"", ""['GOVT 745']"", ""['GOVT 540']"", ""['ANTH 399', 'ANTH 699']"", ""['SOCI 660', 'SOCI 860']"", ""['RHBS 746']"", ""['HNRS 230']"", ""['HNRS 240']"", ""['HIST 252']"", ""['HIST 378']"", ""['EDUC 887']"", ""['CRIM 405']"", ""['ECON 840']"", ""['RELI 100']"", ""['EDLE 791']"", ""['GOVT 744']"", ""['HAP 403']"", ""['BIOD 706', 'GOVT 739']"", ""['HIST 620']"", ""['CTCH 602']"", ""['CLAS 350']"", ""['EDRS 826']"", ""['HIST 100', 'HIST 125']"", ""['NURS RN RETRN']"", ""['GOVT 741']"", ""['GGS 399', 'GGS 590']"", ""['ARTH 102']""]",,,,
12,97816212,VANDEGRAAFF'S PHOTO.ATLAS F/BIOLOGY LAB,ADAMS,"[""['BIOL 330']"", ""['EDEP 654']"", ""['MUSI 102']"", ""['CONF 330']"", ""['SPAN 110', 'SPAN 115', 'SPAN 210']"", ""['SPAN 250']"", ""['BIOL 124', 'BIOL 125', 'BIOL 431']"", ""['FNAN 341']"", ""['ECED 512']"", ""['GOVT 312', 'GOVT 319']"", ""['SPMT 318']"", ""['THR 482']"", ""['THR 315']"", ""['ACCT 461', 'ACCT 561']"", ""['HNRS 230']"", ""['ENGH 608']"", ""['ENGH 202']"", ""['HIST 697']"", ""['CS 504']"", ""['CTCH 624']"", ""['MUSI 730']"", ""['NCLC 455']"", ""['COMM 388']""]",,,,
13,9780212,CORE SYNTAX:MINIMALIST APPROACH,ADGER,"[""['LING 486', 'LING 786']"", ""['HIST 272']"", ""['CONF 310']"", ""['PHIL 100']"", ""['HNRS 230']"", ""['ENGH 325']"", ""['PHIL 371']"", ""['MUSI 491']"", ""['HNRS 130']"", ""['ECON 826']"", ""['GCH 450']"", ""['ISA 562']"", ""['HIST 615']"", ""['SOCI 860']"", ""['CRIM 320']"", ""['PHIL 309']"", ""['JAPA 350']"", ""['MGMT 413']"", ""['ENGH 526']"", ""['ENGH 400']"", ""['BIOL 449', 'EVPP 449', 'EVPP 505']"", ""['HIST 125']"", ""['GOVT 490']"", ""['GGS 316', 'GGS 533']"", ""['AVT 457']"", ""['ENGH 201']"", ""['ENGH 421', 'ENGH 625']"", ""['COMM 203']"", ""['RELI 100']"", ""['HIST 643']"", ""['COMM 433']"", ""['ECON 871']"", ""['CLIM 754']"", ""['HHS 818']"", ""['GLOA 450', 'GOVT 444']"", ""['ENGH 412']"", ""['HIST 389']"", ""['RELI 235']"", ""['HIST 610']"", ""['SOCI 313', 'SOCW 312']"", ""['MUSI 438']"", ""['HIST 322']"", ""['COMM 305']"", ""['HIST 357']"", ""['CS 499']"", ""['MGMT 471']"", ""['RELI 211']"", ""['MUSI 553']"", ""['GOVT 444']"", ""['MUSI 251']"", ""['PHIL 311']"", ""['HIST 389', 'RELI 332']"", ""['PHIL 391']"", ""['GOVT 319', 'HIST 389', 'SOCI 395', 'WMST 307']"", ""['STAT 655']"", ""['GOVT 520']"", ""['HDFS 401']"", ""['CRIM 310']"", ""['ECON 496', 'ECON 827']"", ""['ECE 220']"", ""['CONF 340']"", ""['PRLS 300']"", ""['SWE 619']"", ""['ECON 308']"", ""['HIST 373']"", ""['ARAB 325', 'ENGH 309', 'ENGH 513']"", ""['SOCI 412', 'SOCI 712']"", ""['HIST 535', 'HIST 615', 'HIST 635']"", ""['MUSI 431']"", ""['ARTH 102']"", ""['ECON 345']"", ""['GGS 415']"", ""['EDSE 846']"", ""['RELI 313']"", ""['SPAN 390']"", ""['RELI 212']"", ""['ENGH 204']"", ""['HIST 691']"", ""['PHIL 253']"", ""['ARTH 482', 'ARTH 599']"", ""['CRIM 490', 'CRIM 795', 'PSYC 461', 'PSYC 892']"", ""['NCLC 446']"", ""['MUSI 100']"", ""['RELI 379']"", ""['ECE 305']"", ""['GOVT 753', 'PUAD 703']"", ""['MKTG 481']"", ""['ECE 333']"", ""['ECE 433']"", ""['ENGH 324']"", ""['ENGH 201', 'HNRS 353']"", ""['SOCI 302']"", ""['HIST 620']"", ""['GOVT 744']"", ""['CLAS 350']"", ""['HIST 623']"", ""['MUSI 102']"", ""['GLOA 101', 'GOVT 101']"", ""['COMM 455']"", ""['TCOM 515']"", ""['HIST 499']"", ""['GOVT 745']"", ""['GOVT 422']"", ""['ENGH 388']"", ""['HAP 310', 'PHIL 309']"", ""['CLAS 390']"", ""['GOVT 101']"", ""['ANTH 114']"", ""['ENGH 318']"", ""['HNRS 353']"", ""['HIST 364']""]",,,,
14,9781112,WE SHOULD ALL BE FEMINISTS,ADICHIE,"[""['HNRS 130']"", ""['HIST 499']"", ""['ENGH 309']""]",,,,
15,97814212,WHITE TIGER,ADIGA,"[""['EDCI 479', 'EDCI 669']"", ""['SOCI 660', 'SOCI 860']"", ""['NCLC 395']"", ""['STAT 515', 'STAT 763']"", ""['ENGH 343']"", ""['NCLC 405']"", ""['HIST 535', 'HIST 615', 'HIST 635', 'HIST 643']"", ""['HIST 499']"", ""['GOVT 444', 'GOVT 739']"", ""['MGMT 464']"", ""['FRSC 512']"", ""['MUSI 113', 'MUSI 213']"", ""['NCLC 475']"", ""['EDLE 616']"", ""['PLGL 101', 'PLGL 104', 'PLGL 400']"", ""['EDSE 635']"", ""['IT 106', 'IT 196']"", ""['FRSC 200', 'FRSC 302']"", ""['SYST 508']"", ""['MBA 730']"", ""['CTCH 621']"", ""['MUSI 454']"", ""['ENGH 660']"", ""['NCLC 422']""]",,,,
16,97808712,EVOLUTION OF POLITICAL PARTIES CAMPAIGN,ADKINS,"[""['GOVT 312']"", ""['ENGH 488', 'ENGH 697']"", ""['ARAB 325']"", ""['PHIL 303']"", ""['EDCI 473', 'EDCI 573']"", ""['ENGH 610']"", ""['RELI 235']"", ""['EDRD 300', 'EDRD 501']"", ""['ENGH 346']"", ""['PHIL 253']"", ""['EDUC 800']"", ""['HNRS 130']"", ""['COMM 332']"", ""['GEOL 320']"", ""['ENGH 201']"", ""['HNRS 131']"", ""['ENGH 333']"", ""['ARTH 482', 'ARTH 599']"", ""['PHIL 100']"", ""['CHEM 313', 'CHEM 314']"", ""['EDUC 845']"", ""['PRLS 300']"", ""['GOVT 520']"", ""['PRLS 533']"", ""['CONF 210']"", ""['ENGH 315']"", ""['FNAN 454']"", ""['PHIL 100', 'PHIL 253']"", ""['PHIL 681']"", ""['RELI 645']"", ""['GOVT 731']"", ""['ECON 385', 'ECON 827', 'ECON 895', 'ENGH 346']"", ""['EDCI 666']"", ""['ECON 496', 'ECON 827']"", ""['GGS 415']"", ""['MUSI 251']"", ""['THR 482']"", ""['CLAS 250']"", ""['ECON 854']"", ""['ECON 385']"", ""['CONF 490']""]",,,,
17,97800812,COMMUNICATING AT WORK,ADLER,"[""['COMM 320', 'FM 200']"", ""['MBUS 301', 'MGMT 312', 'PRLS 410']"", ""['MGMT 312']"", ""['MKTG 313']"", ""['ECON 496', 'FNAN 311', 'FNAN 411']"", ""['SPAN 305', 'SPAN 306', 'SPAN 309']"", ""['ECE 301', 'ECE 331']"", ""['ACCT 433', 'ACCT 630']"", ""['SPMT 304']"", ""['EDUC 301', 'EDUC 537']"", ""['MBUS 300']"", ""['SOCI 101']"", ""['BIOD 725', 'GOVT 739', 'PUAD 738']"", ""['ECON 306']"", ""['MBUS 303']"", ""['MKTG 301', 'MKTG 303']"", ""['CONF 320']"", ""['FNAN 300']"", ""['COMM 400']"", ""['MGMT 303']"", ""['PSYC 324']"", ""['BUS 100']"", ""['NUTR 651']"", ""['BIOL 140']"", ""['ACCT 301', 'ACCT 330', 'BMGT 613']"", ""['MIS 102']"", ""['HNRS 230']"", ""['PSYC 435', 'PSYC 638']"", ""['EDEP 632']"", ""['GGS 311']"", ""['PHIL 309']"", ""['ACCT 672']"", ""['FNAN 401', 'MBA 643']"", ""['FNAN 401']"", ""['BUS 498']"", ""['FNAN 321']"", ""['MBA 703']"", ""['PSYC 301']"", ""['CHEM 211', 'CHEM 212']"", ""['ACCT 331', 'ACCT 332']"", ""['PSYC 314']"", ""['CRIM 410']"", ""['CRIM 401']"", ""['EDCI 790']"", ""['ACCT 204']"", ""['SPMT 320']""]",,,,
18,97809312,ENGLISH GRAMMAR FOR STUDENTS OF ITALIAN,ADORNI,"[""['ITAL 110']"", ""['ENGH 619']"", ""['AVT 413', 'AVT 519']"", ""['PSYC 592']""]",,,,
19,97802312,AESCHYLUS I/ORESTEIA,AESCHYLUS,"[""['CLAS 350', 'PHIL 253']"", ""['SOCI 712']"", ""['FAVS 280']"", ""['EDRS 824']"", ""['HIST 643']"", ""['HNRS 130']"", ""['ANTH 536', 'BIS 300', 'BIS 390', 'COMM 798', 'CS 390', 'ECON 309', 'ENGH 302']"", ""['HNRS 353']"", ""['GOVT 331']"", ""['CRIM 220']"", ""['HIST 635']"", ""['EDRS 822']"", ""['SOCI 660', 'SOCI 860']"", ""['PHIL 421', 'PHIL 422', 'PHIL 615']"", ""['RELI 313']"", ""['EDRS 812']"", ""['HIST 623']"", ""['KORE 311']"", ""['HIST 272']"", ""['ECON 330']"", ""['BIOD 725', 'CRIM 475', 'GOVT 739', 'PUAD 738']"", ""['ENGH 302']"", ""['CLAS 390']"", ""['EDUC 887']"", ""['CONF 345']"", ""['GOVT 444']"", ""['HIST 610']"", ""['CHIN 311']"", ""['ENGH 309']"", ""['CTCH 602']"", ""['PSYC 405']"", ""['ENGH 201']"", ""['CHIN 310']"", ""['EDUC 878']"", ""['GEOL 403']"", ""['GOVT 753', 'PUAD 703']"", ""['BUS 200']"", ""['GOVT 741']"", ""['ITAL 325']"", ""['RELI 272']"", ""['GOVT 745']"", ""['SOCW 624']"", ""['GOVT 731']"", ""['HIST 688']"", ""['AE 050']"", ""['HNRS 230']"", ""['RELI 420', 'RELI 636']"", ""['GOVT 510']"", ""['RELI 320']"", ""['PHIL 253']"", ""['GOVT 520']"", ""['HIST 300', 'HIST 499', 'HIST 610', 'MUSI 432', 'MUSI 438']"", ""['RELI 317']"", ""['CONF 399', 'WMST 300']"", ""['CONF 301']"", ""['ECON 410', 'ECON 854']"", ""['ENGH 442']""]",,,,
20,97833212,DATA MINING:THE TEXTBOOK,AGGARWAL,"[""['GGS 787']"", ""['CRIM 405']"", ""['IT 415']""]",,,,
21,9781612,EQUITY+FULL PARTICIPATION F/INDIV...,AGRAN,"[""['EDSE 447', 'EDSE 547']"", ""['NCLC 475']"", ""['EVPP 490', 'EVPP 505']"", ""['ECED 406', 'ECED 506']"", ""['EDSE 403', 'EDSE 503']"", ""['EDAT 421', 'EDAT 521', 'EDSE 434', 'EDSE 534']"", ""['SOCI 480', 'SPMT 475']"", ""['ENGH 486']"", ""['ECED 503']"", ""['PHIL 100']"", ""['MUSI 113', 'MUSI 213']"", ""['HIST 623']"", ""['GOVT 753', 'PUAD 703']"", ""['ENGH 202']"", ""['GOVT 422']"", ""['GOVT 490']"", ""['ENGH 401', 'SPAN 390']"", ""['COMM 371']"", ""['ENGH 497', 'ENGH 608']"", ""['ENGH 343']"", ""['HNRS 230']"", ""['EDSE 635']"", ""['ENGH 121']"", ""['PROV 105', 'PROV 106']"", ""['GCH 360']"", ""['GCH 691']"", ""['HIST 388']"", ""['EDRD 515']"", ""['CFRS 730']"", ""['ECED 402', 'ECED 502', 'EDUC 845']"", ""['CFRS 760']"", ""['GOVT 520']"", ""['EDLE 636']""]",,,,
22,97804712,INTRO.TO CATEGORICAL DATA ANALYSIS,AGRESTI,"[""['STAT 560']"", ""['SOCI 480', 'SPMT 475']"", ""['BIOL 404']"", ""['ECON 345']"", ""['COMM 303']"", ""['ECON 826']"", ""['GOVT 322']"", ""['CTCH 624']"", ""['ENGH 615']"", ""['ME 323']"", ""['STAT 554']"", ""['COMM 389']"", ""['MATH 214']"", ""['EDPD 504']"", ""['HEAL 331']"", ""['ECE 550', 'SYST 520']"", ""['CFRS 661', 'TCOM 661']"", ""['AE 080']"", ""['HAP 735']"", ""['OR 642']"", ""['ECE 448']"", ""['EDIT 611', 'NCLC 345']"", ""['BIOL 581', 'EVPP 581']"", ""['FNAN 430']"", ""['SWE 625']"", ""['AE 050']"", ""['AE 060']"", ""['GCH 360']"", ""['SOCW 312']"", ""['AE 023']"", ""['BIOD 605']"", ""['OR 647']"", ""['PSYC 645']"", ""['HIST 535', 'HIST 615', 'HIST 635']"", ""['PLGL 101', 'PLGL 104', 'PLGL 400']"", ""['GCH 376']"", ""['NCLC 314', 'SOCW 678']"", ""['TCOM 631']"", ""['IT 300']"", ""['CEIE 370']"", ""['TCOM 590']"", ""['TCOM 690']"", ""['MATH 314', 'ME 351']"", ""['MATH 314']"", ""['AVT 416', 'AVT 519']"", ""['MGMT 461']"", ""['PUAD 659']"", ""['BIOL 374', 'GGS 321']"", ""['CLIM 411']"", ""['ISA 673']"", ""['CONF 210']"", ""['PUAD 660']"", ""['TCOM 611']"", ""['BIOL 355', 'EVPP 355']"", ""['ECE 684']"", ""['STAT 654']"", ""['GGS 101']"", ""['HAP 686', 'HAP 735', 'PSYC 340', 'SWE 205']"", ""['PHYS 306']"", ""['INFS 770']"", ""['GOVT 422']"", ""['TCOM 521']"", ""['AE 074']"", ""['PUAD 505']"", ""['CEIE 601']"", ""['MATH 315', 'MATH 316']"", ""['EDIT 413']"", ""['GCH 691']"", ""['TCOM 535', 'TCOM 561']"", ""['EDCD 601']"", ""['COMM 455']"", ""['CTCH 644']"", ""['CEIE 440', 'CEIE 540']"", ""['TOUR 220']"", ""['CFRS 770']"", ""['CHEM 614']"", ""['ECON 306']"", ""['CHEM 445']"", ""['PSYC 211']"", ""['NCLC 431']"", ""['GBUS 540']"", ""['EDLE 634']"", ""['BENG 301']"", ""['EDUC 800']"", ""['FRSC 302']"", ""['GGS 300', 'GGS 560']"", ""['EDCD 608']"", ""['ARTH 420']""]",,,,
23,97801312,WORLD HUNGER+MORALITY,AIKEN,"[""['PHIL 309']"", ""['CRIM 306']"", ""['EDSE 402', 'EDSE 502']"", ""['CYSE 101']"", ""['PSYC 231']"", ""['AE 030']"", ""['PSYC 405']"", ""['EDCI 555', 'EDCI 556']"", ""['ENGH 302']"", ""['SYST 330']"", ""['AE 015']"", ""['SOM 301']"", ""['IT 223']"", ""['EDCI 472', 'EDCI 672']"", ""['EDRS 630']"", ""['AE 036']"", ""['EDRD 631']"", ""['CS 367', 'CS 475']"", ""['CRIM 230']"", ""['ENGH 396']"", ""['EDCD 652']"", ""['GGS 303']"", ""['COMM 375']"", ""['CEIE 331']"", ""['STAT 362']"", ""['EDSE 619', 'EDSE 621', 'EDSE 623']"", ""['ECON 415', 'ECON 840']"", ""['CS 475']"", ""['CEIE 576']"", ""['AE 048']"", ""['CFRS 730']"", ""['CS 531']"", ""['SWE 642']"", ""['SWE 510']"", ""['EDSE 517']"", ""['EDCI 776']"", ""['EDCD 604']"", ""['EDCI 519']"", ""['EDPD 501']"", ""['GOVT 311']"", ""['CRIM 100']"", ""['HIST 697']"", ""['SPMT 412']"", ""['ECED 513']"", ""['EDRD 300', 'EDRD 419', 'EDRD 501', 'EDRD 619']"", ""['EDRD 419', 'EDRD 619']"", ""['EDSE 403', 'EDSE 503']"", ""['MATH 322']"", ""['SYST 210', 'SYST 505', 'SYST 618']"", ""['EDCI 776', 'EDSE 662']"", ""['EDSE 662']"", ""['AE 052', 'AE 062']"", ""['EDCD 602']"", ""['EDRS 812']"", ""['EDLE 618']"", ""['MATH 125']"", ""['STAT 250']"", ""['CS 687']"", ""['ECON 637']"", ""['SPAN 115']"", ""['EDCI 519', 'EDCI 684']"", ""['GOVT 452']"", ""['EDSE 401', 'EDSE 501']"", ""['EDSE 501']"", ""['CS 222']"", ""['ECE 685']"", ""['NURS 457']"", ""['MBUS 306', 'OM 301', 'OM 303']"", ""['OM 301', 'OM 303']"", ""['OM 301']"", ""['EDCI 777']"", ""['EDCI 520']"", ""['EDRD 515']"", ""['ANTH 536', 'ME 231']"", ""['ME 211']"", ""['CEIE 210']"", ""['CEIE 310', 'ME 212']"", ""['CEIE 311']"", ""['ECON 330']"", ""['CEIE 635']"", ""['ACCT 311']"", ""['FRSC 500']"", ""['FNAN 412']"", ""['OR 588', 'SYST 488', 'SYST 588']"", ""['FAVS 260']"", ""['GGS 760']"", ""['EDUC 872']"", ""['ECE 565']"", ""['ISA 562', 'ISA 656']"", ""['CEIE 203']"", ""['CS 262', 'CS 531', 'STAT 778']"", ""['CRIM 400']"", ""['PHIL 173']"", ""['MKTG 471']"", ""['TOUR 412']"", ""['MIS 310']"", ""['ECON 390']"", ""['EVPP 641']"", ""['CYSE 230', 'ECE 465', 'INFS 612']"", ""['AE 024']"", ""['AE 046']"", ""['ACCT 742']"", ""['MATH 203']"", ""['SPMT 420']"", ""['AE 072']"", ""['MIS 302']"", ""['BIOL 124', 'BIOL 125']"", ""['BIOL 431']"", ""['CEIE 355']"", ""['ECE 201']"", ""['CEIE 340']"", ""['EDEP 632']"", ""['EDRS 590', 'EDSE 590']"", ""['EDRS 590']"", ""['EDCI 559', 'EDCI 777']"", ""['ECED 511']"", ""['ECON 310']"", ""['ME 151']"", ""['EDRD 630']"", ""['MATH 431', 'MATH 631']"", ""['CRIM 490']"", ""['EDCD 610']"", ""['EDUC 372', 'EDUC 672']"", ""['EDUC 511']"", ""['EDSE 627']"", ""['AE 042']"", ""['PSYC 372']"", ""['CS 105', 'PHIL 112']"", ""['BIOL 103', 'BIOL 104']"", ""['CS 211']"", ""['EDIT 705']"", ""['EDRD 610']"", ""['ECON 385']"", ""['HIST 328']"", ""['MATH 776']"", ""['GGS 103']"", ""['FRSC 570']"", ""['AE 021']"", ""['AE 011']"", ""['IT 495', 'MBUS 304', 'MGMT 451']"", ""['EDSE 502']"", ""['EDIT 704']"", ""['CS 463']"", ""['BIOL 486']"", ""['PHYS 711']"", ""['RELI 100']"", ""['EDSE 661']"", ""['CRIM 475']"", ""['EDCI 479', 'EDCI 669']"", ""['CS 468', 'IT 466', 'TCOM 561']"", ""['IT 366']"", ""['HIST 125']"", ""['CEIE 301']"", ""['SWE 622']"", ""['OM 352']"", ""['EDRD 301']"", ""['MGMT 464', 'PSYC 467']"", ""['ECON 335']"", ""['BIOL 246', 'BIOL 305']"", ""['EDCI 552']"", ""['EDSE 628']"", ""['EDSE 428', 'EDSE 628']"", ""['TOUR 230']"", ""['PHYS 475', 'PHYS 575']"", ""['THR 450', 'THR 550']"", ""['PSYC 326']"", ""['PHYS 160']"", ""['STAT 554']"", ""['EDCI 555']""]",,,,
24,97806912,IDENTITY ECONOMICS,AKERLOF,"[""['ECON 370']"", ""['HIST 535', 'HIST 615', 'HIST 635']"", ""['ECON 385']"", ""['GOVT 744']"", ""['CULT 860']"", ""['ECON 410', 'ECON 854']"", ""['HIST 610']"", ""['CHIN 300', 'CHIN 301']"", ""['ECON 823']"", ""['ECON 306']"", ""['GOVT 753', 'PUAD 703']"", ""['HIST 615']"", ""['GOVT 345']"", ""['ECON 871']"", ""['ECON 415', 'ECON 840']"", ""['ARTH 420']"", ""['ENGH 419']"", ""['ENGH 310']"", ""['PLGL 101', 'PLGL 104', 'PLGL 400']"", ""['GOVT 731']"", ""['GOVT 510']"", ""['GOVT 500']"", ""['ECON 846']"", ""['ECON 812']"", ""['CS 100']"", ""['SPMT 620']"", ""['HIST 623']"", ""['HIST 387']"", ""['GOVT 490']"", ""['EDRD 610']"", ""['MATH 400']"", ""['SOCI 412']"", ""['AVT 407', 'AVT 507']"", ""['COMM 615']"", ""['GOVT 741']"", ""['ENGH 681']""]",,,,
25,97808212,DISGRACED,AKHTAR,"[""['THR 381', 'THR 480']"", ""['GOVT 520']"", ""['RELI 235']"", ""['WMST 450', 'WMST 550']"", ""['THR 496']"", ""['ENGH 305']"", ""['KORE 110']"", ""['KORE 210']"", ""['KORE 330']"", ""['KORE 250']"", ""['GOVT 731']"", ""['HIST 535', 'HIST 615', 'HIST 635']"", ""['HNRS 130']"", ""['HIST 635']"", ""['CULT 860']"", ""['CULT 804']"", ""['MATH 689']"", ""['HIST 615']"", ""['HIST 387']"", ""['PUAD 703']"", ""['ENGH 685']"", ""['THR 335']"", ""['CONF 399', 'GOVT 741', 'WMST 450', 'WMST 550']"", ""['EDUC 655', 'EDUC 657']"", ""['ENGH 650']"", ""['KORE 311']"", ""['NCLC 361']"", ""['PHIL 421', 'PHIL 422', 'PHIL 615']"", ""['GOVT 327', 'GOVT 731']"", ""['GOVT 745']"", ""['ENGH 419', 'ENGH 497', 'ENGH 608']"", ""['ENGH 660']"", ""['HIST 679']"", ""['RELI 379']"", ""['HIST 389']"", ""['ECON 330']"", ""['THR 101']"", ""['EDUC 303', 'EDUC 881']""]",,,,
26,97800612,YACOUBIAN BUILDING:A NOVEL,AL ASWANY,"[""['ENGH 513']"", ""['RELI 211']"", ""['MKTG 312']"", ""['SOCW 653']"", ""['ENGH 309']"", ""['NEUR 335', 'PSYC 592']"", ""['RELI 235']"", ""['HIST 499']"", ""['COMM 634']"", ""['COMM 690', 'COMM 890']"", ""['HIST 387']"", ""['SPMT 440']"", ""['ENGH 201']"", ""['PHIL 421', 'PHIL 422', 'PHIL 615']"", ""['HNRS 230']"", ""['CLAS 390']"", ""['ENGH 442']"", ""['HNRS 122']"", ""['HNRS 130']"", ""['ENGH 351', 'HNRS 130']"", ""['NCLC 475']"", ""['HIST 300']"", ""['ENGH 301']"", ""['EDRS 824']"", ""['HIST 389']"", ""['NCLC 355']"", ""['RELI 100']"", ""['ENGH 355']"", ""['ECON 496']"", ""['NCLC 316']"", ""['CULT 860']"", ""['RELI 341']"", ""['GOVT 490']"", ""['ENGH 685']"", ""['HIST 336']"", ""['PSYC 326']"", ""['PUAD 659']"", ""['ANTH 490', 'ENGH 302']""]",,,,
27,97807712,TUESDAYS WITH MORRIE,ALBOM,"[""['PRLS 210']"", ""['CTCH 701']"", ""['GOVT 490']"", ""['MKTG 407']"", ""['PUAD 703']"", ""['HAP 442']"", ""['MUSI 113', 'MUSI 213']"", ""['PHED 147']"", ""['HIST 387']""]",,,,
28,97806312,"IDENTITIES:RACE,CLASS,GENDER,+....",ALCOFF,"[""['GOVT 414']"", ""['MUSI 361']"", ""['THR 315']"", ""['ECON 871']"", ""['EVPP 677']"", ""['PSYC 669']"", ""['GOVT 741']""]",,,,
29,97808112,MOTIVATION FOR ACHIEVEMENT,ALDERMAN,"[""['EDEP 551']"", ""['ARTH 311', 'HIST 388']"", ""['EDUC 623']"", ""['NCLC 303']"", ""['EDUC 300']"", ""['ENGH 302']"", ""['THR 381', 'THR 480']"", ""['ENGH 318']"", ""['GGS 312']"", ""['CHEM 465']"", ""['EDLE 818']"", ""['ENGH 455']"", ""['EDCI 479', 'EDCI 669']"", ""['HIST 615']"", ""['GOVT 632']"", ""['HIST 387']"", ""['ENGH 201']"", ""['ENGH 497', 'ENGH 608']"", ""['RELI 235']"", ""['HNRS 130']"", ""['PSYC 754', 'PSYC 892']"", ""['HIST 620']"", ""['FM 205']"", ""['GLOA 450', 'GLOA 599']"", ""['HIST 535', 'HIST 615', 'HIST 635']"", ""['PHIL 336']"", ""['ENGH 202', 'ENGH 650']"", ""['SPMT 620']"", ""['FAVS 300']"", ""['FAVS 225']"", ""['GCH 645']"", ""['HNRS 230']"", ""['HIST 373']"", ""['ENGH 333']"", ""['HIST 711']"", ""['ENGH 202']"", ""['HIST 389', 'RELI 332']"", ""['ECON 854']"", ""['PHIL 391']"", ""['HIST 499']"", ""['EDUC 881']"", ""['EDUC 301']"", ""['GGS 415']"", ""['EDUC 615']"", ""['PHYS 308']"", ""['SOCI 395', 'SOCI 633', 'WMST 450', 'WMST 550']"", ""['COMM 385']"", ""['HIST 635']"", ""['PRLS 116']"", ""['HIST 336']"", ""['EDSE 621']"", ""['ENGH 526']"", ""['DANC 101']"", ""['ENGH 685']"", ""['EDIT 803']"", ""['GCH 320']"", ""['HIST 387', 'HIST 535', 'HIST 615', 'HIST 635']"", ""['ENGH 204', 'ENGH 419']"", ""['COMM 412', 'COMM 615', 'GOVT 412']"", ""['PHIL 253']"", ""['EDCI 510']"", ""['EDUC 887']"", ""['SOCI 712']"", ""['NCLC 404']"", ""['CULT 804']"", ""['NCLC 210']"", ""['HIST 388', 'RELI 376']"", ""['SOCW 687']"", ""['ENGH 615']"", ""['SPMT 322']"", ""['HIST 100']"", ""['SOCI 660', 'SOCI 860']"", ""['HDFS 401']"", ""['ENGH 346']"", ""['ENGH 432', 'ENGH 645']"", ""['HNRT 228']"", ""['RELI 100']"", ""['HIST 679']"", ""['CONF 706']"", ""['SOCI 302']"", ""['SOCW 678']"", ""['GOVT 331']"", ""['FM 100', 'FM 110', 'FM 115']"", ""['PRLS 170']"", ""['EDCD 609']"", ""['HIST 121']"", ""['HIST 623']"", ""['ANTH 490', 'ANTH 536']"", ""['HNRS 353']"", ""['ENGH 488', 'ENGH 697']"", ""['ENGH 301']"", ""['EDRD 610']"", ""['EDCI 567']""]",,,,
30,9780512,AMERICAN PUBLIC SCHOOL LAW,ALEXANDER,"[""['EDLE 612']"", ""['ARTH 311', 'HIST 388']"", ""['ARTH 102']"", ""['ARTH 101']"", ""['ARTH 360']"", ""['INFS 501']"", ""['JAPA 250']"", ""['MUSI 171', 'MUSI 172', 'MUSI 516']"", ""['HNRS 230']"", ""['GGS 302']"", ""['ARTH 204']"", ""['GOVT 308']"", ""['ANTH 120']"", ""['ARTH 384', 'CHIN 470']""]",,,,
31,97800712,FUNDAMENTALS OF ELECTRIC CIRCUITS,ALEXANDER,"[""['ECE 285', 'ECE 286']"", ""['MIS 411']"", ""['MGMT 431']"", ""['SPAN 305', 'SPAN 306', 'SPAN 309']"", ""['ME 221']"", ""['ECON 340']"", ""['EDIT 413']"", ""['HAP 417']"", ""['EDSE 664']"", ""['ECE 392', 'ECE 492', 'ECE 493']"", ""['TCOM 500', 'TCOM 514', 'TCOM 530']"", ""['THR 230']"", ""['IT 462']"", ""['RELI 235']"", ""['GBUS 540']"", ""['CONF 310']"", ""['ME 321']"", ""['MBA 708']"", ""['NURS 749']"", ""['ECE 586']"", ""['OR 335', 'SYST 335']"", ""['MUSI 353', 'MUSI 361']"", ""['MBA 712']"", ""['ECE 542']"", ""['ENGH 100']"", ""['RUSS 110', 'RUSS 210', 'RUSS 250']"", ""['FNAN 351']"", ""['NCLC 202']"", ""['MIS 320']"", ""['SYST 220']"", ""['MGMT 413']"", ""['HEAL 351']"", ""['IT 343']"", ""['MATH 551']"", ""['CONF 101']"", ""['CS 550']"", ""['BENG 380', 'BENG 381']"", ""['SYST 330']"", ""['ME 499']"", ""['CHEM 211']"", ""['CHEM 211', 'CHEM 212']"", ""['PSYC 314']"", ""['BIOL 301']"", ""['HAP 735']"", ""['COMM 200']"", ""['SPMT 201']""]",,,,
